GenotypeID	DatasetFile
Br1437	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1454	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1458	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1461	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1511	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1532	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1554	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1562	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1587	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1651	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1661	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1677	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1713	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1734	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1735	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1744	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1749	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1750	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1752	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1753	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1760	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1761	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1764	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1821	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1890	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1896	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1901	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1921	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1931	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1936	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1947	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1960	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1980	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1984	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1987	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1992	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1995	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br1998	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2005	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2015	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2022	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2044	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2063	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2083	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2257	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2269	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2285	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2288	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br922	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_1M-Individuals.txt
Br2355	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2379	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2452	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2469	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2520	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2294	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5347	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2309	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2078	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5374	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2272	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5321	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5422	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5391	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5392	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2071	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5288	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5006	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5009	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5010	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5190	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5207	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5156	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5243	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5281	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5310	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5336	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5481	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5216	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5230	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5365	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5437	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5252	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5263	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5225	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5249	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2297	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2328	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2364	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2477	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br2368	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_2pt5M-Individuals.txt
Br5182	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5138	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2333	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5250	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5292	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2425	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5324	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2534	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5205	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5235	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5367	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5287	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5262	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2542	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2374	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2473	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2533	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2301	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2260	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2262	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5168	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2566	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2557	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2476	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2573	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5212	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2371	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5066	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2521	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5200	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5314	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2454	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5005	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5161	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2582	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2474	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5154	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5276	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2052	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5228	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5280	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5348	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br2322	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5024	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br5165	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_5M-Individuals.txt
Br1550	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1568	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1581	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1706	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1033	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1060	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1288	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1378	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1558	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1565	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1613	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1649	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1674	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1695	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1697	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1243	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1351	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1443	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1469	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1474	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1518	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1264	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1463	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
Br1446	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\Bipseq_h650-Individuals.txt
